ID	Long	Lat	Mean_temp	Seasonal_t	Seasonal_p	Driest_mon	Anual_prec	Eccorreg	Biome	Biome_ID
209	119.5590501	28.52189586	15.67683	784.1275	50.24798	36	1632	Jian_Nan_subtropical_evergreen_forests	Tropical_&_Subtropical_Moist_Broadleaf_Forests	10
209	119.5590501	28.52189586	15.67683	784.1275	50.24798	36	1632	Jian_Nan_subtropical_evergreen_forests	Tropical_&_Subtropical_Moist_Broadleaf_Forests	10
396	114.6785766	23.49453313	21.32962	566.12323	67.6662	31	1841	Jian_Nan_subtropical_evergreen_forests	Tropical_&_Subtropical_Moist_Broadleaf_Forests	10
523	-79.14533184	-4.167636603	12.81727	34.19688	30.91044	64	1197	Eastern_Cordillera_Real_montane_forests	Tropical_&_Subtropical_Moist_Broadleaf_Forests	10
523	-79.14533184	-4.167636603	12.81727	34.19688	30.91044	64	1197	Eastern_Cordillera_Real_montane_forests	Tropical_&_Subtropical_Moist_Broadleaf_Forests	10
831	-62.19013003	-10.34244602	24.78501	51.81616	70.97392	13	2051	Madeira_Tapajós_moist_forests	Tropical_&_Subtropical_Moist_Broadleaf_Forests	10
831	-62.19013003	-10.34244602	24.78501	51.81616	70.97392	13	2051	Madeira_Tapajós_moist_forests	Tropical_&_Subtropical_Moist_Broadleaf_Forests	10
1026	-42.28922618	-22.5328202	22.93082	222.48489	54.22982	29	1161	Serra_do_Mar_coastal_forests	Tropical_&_Subtropical_Moist_Broadleaf_Forests	10
1026	-42.28922618	-22.5328202	22.93082	222.48489	54.22982	29	1161	Serra_do_Mar_coastal_forests	Tropical_&_Subtropical_Moist_Broadleaf_Forests	10
2233	-50.43	-29.51	16.65523	315.91483	10.16001	118	1848	Alto_Paraná_Atlantic_forests	Tropical_&_Subtropical_Moist_Broadleaf_Forests	10
2233	-50.43	-29.51	16.65523	315.91483	10.16001	118	1848	Alto_Paraná_Atlantic_forests	Tropical_&_Subtropical_Moist_Broadleaf_Forests	10
2233	-50.43	-29.51	16.65523	315.91483	10.16001	118	1848	Alto_Paraná_Atlantic_forests	Tropical_&_Subtropical_Moist_Broadleaf_Forests	10
2233	-50.43	-29.51	16.65523	315.91483	10.16001	118	1848	Alto_Paraná_Atlantic_forests	Tropical_&_Subtropical_Moist_Broadleaf_Forests	10
2233	-50.43	-29.51	16.65523	315.91483	10.16001	118	1848	Alto_Paraná_Atlantic_forests	Tropical_&_Subtropical_Moist_Broadleaf_Forests	10
2233	-50.43	-29.51	16.65523	315.91483	10.16001	118	1848	Alto_Paraná_Atlantic_forests	Tropical_&_Subtropical_Moist_Broadleaf_Forests	10
2233	-50.43	-29.51	16.65523	315.91483	10.16001	118	1848	Alto_Paraná_Atlantic_forests	Tropical_&_Subtropical_Moist_Broadleaf_Forests	10
2233	-50.43	-29.51	16.65523	315.91483	10.16001	118	1848	Alto_Paraná_Atlantic_forests	Tropical_&_Subtropical_Moist_Broadleaf_Forests	10
2233	-50.43	-29.51	16.65523	315.91483	10.16001	118	1848	Alto_Paraná_Atlantic_forests	Tropical_&_Subtropical_Moist_Broadleaf_Forests	10
2433	-50.19560806	-6.215879881	24.15233	42.37333	61.15853	19	1879	Xingu_Tocantins_Araguaia_moist_forests	Tropical_&_Subtropical_Moist_Broadleaf_Forests	10
2522	-42.8203674	-22.55229711	22.67269	225.633	59.91385	26	1228	Serra_do_Mar_coastal_forests	Tropical_&_Subtropical_Moist_Broadleaf_Forests	10
2522	-42.8203674	-22.55229711	22.67269	225.633	59.91385	26	1228	Serra_do_Mar_coastal_forests	Tropical_&_Subtropical_Moist_Broadleaf_Forests	10
		
